# Mwm name	Generation time
Japan_Chugoku Region_Okayama	1212.2869999999998
Brazil_Rio Grande do Norte	1211.713907
South Africa_Western Cape	1210.141372
Russia_Republic of Dagestan	1209.777028
US_Alaska	1209.2115760000002
US_Texas_Victoria	1198.282983
Russia_Astrakhan Oblast	1186.551039
China_Hunan	1183.79987
Iraq_South	1182.038739
Canada_Quebek_Lachute	1173.579457
Canada_Nunavut_South	1173.01865
Kyrgyzstan	1168.518838
Turkey_Central Anatolia Region_Kayseri	1162.803054
US_Minnesota_North	1148.574039
New Zealand South_Southland	1146.195872
Belarus_Brest Region	1144.118046
US_Wisconsin_North	1132.380197
Philippines_Luzon_North	1129.265985
Sweden_Malardalen	1127.838071
France_Lower Normandy_Manche	1120.706001
Mexico_Chihuahua	1119.2907950000001
US_North Dakota_Minot	1114.396723
Japan_Chugoku Region_Hiroshima	1103.273277
France_Pays de la Loire_Loire-Atlantique_Saint-Nazaire	1099.712389
Estonia_East	1098.997975
Italy_Veneto_Verona	1093.934573
Russia_Orenburg Oblast	1085.740936
Spain_Balearic Islands	1084.399151
Italy_Veneto_Padova	1083.376485
US_Mississippi_Gulfport	1078.741716
Belgium_Walloon Brabant	1077.110682
France_Burgundy_Nievre	1076.593506
Ukraine_Zakarpattia Oblast	1073.6378
Norway_South Trondelag	1073.465737
Azerbaijan	1071.792819
Germany_Free State of Bavaria_Upper Bavaria_South	1069.248614
Japan_Kinki Region_Mie	1064.963928
Russia_Novosibirsk Oblast	1063.509986
Italy_Veneto_Venezia	1059.803189
Kuwait	1059.271057
Trinidad and Tobago	1052.31818
Canada_Saskatchewan_Regina	1046.417798
South Africa_Northern Cape	1046.373446
Brazil_North Region_West	1039.153198
US_Puerto Rico	1034.2158590000001
Russia_Omsk Oblast	1030.832372
Russia_Tver Oblast	1028.855291
China_Shanxi	1027.597441
China_Chongqing	1025.036501
Ukraine_Kirovohrad Oblast	1022.530393
Chad	1019.651636
Finland_Eastern Finland_North	1018.512787
Ireland_Connacht	1017.638857
Belarus_Vitebsk Region	1015.652671
Venezuela_North	1014.010293
Finland_Western Finland_Jyvaskyla	1008.899185
Germany_North Rhine-Westphalia_Regierungsbezirk Dusseldorf_Wesel	994.438114
Italy_Emilia-Romagna_Reggio Emilia	990.9461630000001
France_Pays de la Loire_Mayenne	990.233294
US_Missouri_East	967.7006299999999
Canada_Nunavut_North	966.2875640000001
Ukraine_Ternopil Oblast	965.146029
Italy_Lombardy_Brescia	964.7755229999999
Italy_Emilia-Romagna_Forli-Cesena	956.1706429999999
Madagascar	950.501699
Togo	948.417282
Japan_Tohoku_Fukushima	947.786477
Romania_West	944.326417
Belarus_Homiel Region	942.885455
Benin	940.7524609999999
Nepal_Madhyamanchal	939.332672
Romania_South_West	936.5238730000001
Spain_Principado de Asturias	933.5859119999999
Italy_Emilia-Romagna_Ravenna	933.073127
Italy_Friuli-Venezia Giulia_Pordenone	932.48561
France_Lorraine_Meuse	923.029165
Ukraine_Cherkasy Oblast	921.8027010000001
Austria_Vorarlberg	921.0891780000001
Russia_Irkutsk Oblast	916.5461320000001
Russia_Kursk Oblast	912.759268
Ukraine_Vinnytsia Oblast	911.266029
Italy_Emilia-Romagna_Rimini	910.999922
Norway_Oppland	909.990033
Spain_Cantabria	909.800191
Tajikistan	898.575622
China_Xinjiang	889.438862
Norway_Hedmark	886.767482
Japan_Kyushu Region_Kagoshima	883.76561
Albania	881.389548
Venezuela_South	878.021454
Finland_Southern Finland_Lappeenranta	873.8229859999999
Belarus_Hrodna Region	871.393429
India_Chhattisgarh	871.1005610000001
Ukraine_Zhytomyr Oblast	866.2284500000001
Italy_Emilia-Romagna_Ferrara	855.218985
China_Jiangxi	854.23277
Italy_Emilia-Romagna_Parma	853.1313
Russia_Ulyanovsk Oblast	852.194226
Honduras	851.798098
Norway_Western	851.555879
China_Jilin	848.912892
UK_England_North West England_Lancaster	839.535374
Russia_Kemerov Oblast	839.075839
Canada_Saskatchewan_Saskatoon	838.9850809999999
South Africa_Eastern Cape	827.626788
France_Languedoc-Roussillon_Lozere	826.0155110000001
Norway_Nordland	821.123892
Russia_Belgorod Oblast	812.852578
France_Provence-Alpes-Cote dAzur_Alpes-de-Haute-Provence	809.656881
US_Massachusetts_Southeastern	808.6675680000001
Ukraine_Luhansk Oblast	803.485242
Japan_Kyushu Region_Miyazaki	802.232721
Italy_Lombardy_Varese	801.668866
Romania_South_East	800.744847
Lebanon	800.61922
Laos	799.7328789999999
Chile_North	797.892725
Nepal_Purwanchal	797.1925630000001
Namibia	792.065143
Australia_Western Australia	785.824616
Norway_Northern	785.005801
Belarus_Maglieu Region	784.385996
Canada_Ontario_Bame	784.084387
China_Guizhou	778.8345579999999
Iceland	777.486576
Russia_Lipetsk Oblast	776.502393
Panama	772.48619
Japan_Kanto_Chiba	765.1437689999999
US_Oklahoma_East	764.1248489999999
China_Fujian	763.069944
Russia_Leningradskaya Oblast_Karelsky	755.247927
Japan_Kinki Region_Nara	743.440513
Russia_Tula Oblast	742.8312
Haiti	734.1713100000001
France_Auvergne_Cantal	731.053617
Mexico_California	728.562392
Sweden_Mellannorrland	727.148315
Russia_Krasnoyarsk Krai_South	726.9232539999999
Russia_Ryazan Oblast	725.839436
Palestine	714.024603
Czech_Karlovasky kraj	713.2121920000001
Canada_British Columbia_Southeast	713.116373
Libya	708.2081489999999
Ukraine_Poltava Oblast	706.0733190000001
South Sudan	702.015369
Italy_Lombardy_Monza and Brianza	697.77241
Switzerland_Ticino	695.379837
Italy_Basilicata	694.562062
Brazil_Mato Grosso	691.4191950000001
Italy_Lombardy_Bergamo	689.738726
Russia_Primorsky Krai	687.844089
Canada_Quebek_Far North	680.3417910000001
Japan_Shikoku Region_Ehime	679.1486319999999
Japan_Chubu Region_Niigata	678.990297
Antarctica	678.7876839999999
Italy_Piemont_Asti	673.946389
Russia_Kaluga Oblast	655.524373
Russia_Tambov Oblast	653.090909
Macedonia	652.7527319999999
China_Shanghai	646.4334510000001
Spain_Canary Islands	643.331835
Ukraine_Mykolaiv Oblast	636.600717
Suriname	636.595705
Ukraine_Rivne Oblast	618.829093
Russia_Tyumen Oblast	618.310616
Mexico_Sonora	617.3224749999999
Japan_Chubu Region_Aichi_Toyohashi	617.050736
US_Michigan_North	615.510807
Russia_Mari El	612.1835199999999
Japan_Hokkaido Region_Sapporo	612.098934
Philippines_Visayas	611.980115
Russia_Sverdlovsk Oblast_North	610.885937
Russia_Penza Oblast	609.038654
India_Jammu and Kashmir	608.274136
The Gambia	607.196185
Italy_Piemont_Biella	599.23614
Jordan	599.197809
Brazil_Goias_North	597.3709339999999
Indonesia_West	597.212976
Japan_Tohoku_Iwate	595.481178
Russia_Vologda Oblast	588.492583
Congo-Kinshasa_Kivu	583.310925
Italy_Friuli-Venezia Giulia_Trieste	573.493435
Ukraine_Khmelnytskyi Oblast	570.3517009999999
Philippines_Mindanao	567.654408
Italy_Emilia-Romagna_Piacenza	553.9701220000001
US_Hawaii	553.654859
Australia_Tasmania	548.395674
Ukraine_Odessa Oblast	548.358636
Oman	542.7662310000001
Ireland_Northern Counties	542.347827
Russia_Kabardino-Balkaria	537.216138
Sweden_Norra Sverige	536.907321
Japan_Chubu Region_Ishikawa	536.242919
Russia_Chuvashia	533.097127
Japan_Chubu Region_Toyama	524.838796
South Africa_Free State	523.7760940000001
Russia_Yaroslavl Oblast	523.690929
Norway_North Trondelag	519.541163
France_Southern Islands	518.925888
France_Midi-Pyrenees_Ariege	518.762841
Russia_Khabarovsk Krai	508.31042199999996
Rwanda	505.675902
Ukraine_Chernihiv Oblast	504.493225
Italy_Piemont_Vercelli	501.62356
Russia_Republic of Mordovia	497.944339
China_Liaoning	487.997632
Japan_Kyushu Region_Nagasaki	485.67607
Mongolia	480.398253
Cyprus	479.851273
Indonesia_Nusa Tenggara	478.93555
Ukraine_Volyn Oblast	471.01777899999996
Russia_Smolensk Oblast	469.402634
Central African Republic	469.073648
Canada_New Brunswick	463.510466
Italy_Calabria	461.911923
North Korea	460.130314
Canada_Ontario_Northwestern	456.136454
Mauritania	454.387419
Australia_Queensland	447.38779999999997
Ukraine_Chernivtsi Oblast	444.29441899999995
Japan_Shikoku Region_Kochi	439.115391
Russia_Sakha Republic	433.60267400000004
Russia_Pskov Oblast	425.13394600000004
Russia_Tomsk Oblast	424.889744
El Salvador	422.732067
Russia_Arkhangelsk Oblast_Central	422.26263
Russia_Bryansk Oblast	420.093506
Russia_Perm Krai_North	414.11062400000003
Russia_Kaliningrad Oblast	412.665407
Russia_Komi Republic	401.48184
Crimea	399.797011
Russia_Ivanovo Oblast	388.554151
China_Heilongjiang	377.07973300000003
Caribisch Nederland	369.460067
Italy_Friuli-Venezia Giulia_Gorizia	366.023796
China_Tibet Autonomous Region	359.512816
Yemen	358.723519
Japan_Kyushu Region_Oita	357.843641
Canada_Nova Scotia_Sydney	352.705112
Kingdom of Lesotho	346.51313999999996
China_Qinghai	346.048576
Japan_Kinki Region_Wakayama	339.246259
Montenegro	338.29135199999996
Jerusalem	334.601531
Canada_Alberta_North	332.236985
Ukraine_Zaporizhia Oblast	332.00608800000003
Russia_Novgorod Oblast	331.697853
Italy_Lombardy_Como	331.040705
Russia_Yugra_Surgut	329.533747
Sri Lanka	323.438943
Russia_Oryol Oblast	323.318487
Turkmenistan	321.704884
Spain_La Rioja	321.27439400000003
Ukraine_Sumy Oblast	320.961437
Japan_Chugoku Region_Shimane	319.933464
Canada_Quebek_Southeast_Saguenay	319.153891
Russia_Altai Republic	317.89743799999997
Nepal_Kathmandu	317.418393
Japan_Tohoku_Aomori	315.242905
Canada_Northwest Territories_North	314.861967
Italy_Molise	310.717901
Canada_British Columbia_North	305.075383
Japan_Chubu Region_Yamanashi	299.55624
Japan_Chubu Region_Fukui	297.864606
Italy_Lombardy_Mantua	297.841225
Japan_Shikoku Region_Tokushima	297.30588900000004
Russia_Republic of Karelia_South	295.119908
India_Himachal Pradesh	294.952671
Canada_Ontario_Northeastern_S	294.872521
Canada_Manitoba_Northeast	294.108952
France_Provence-Alpes-Cote dAzur_Hautes-Alpes	293.38735099999997
Burundi	292.720045
Russia_Yugra_Khanty	287.170209
Italy_Piemont_Novara	285.736673
Russia_Kurgan Oblast	279.694676
Congo-Brazzaville	278.25882
Cuba	277.61283000000003
Canada_Ontario_Northern	277.208618
Italy_Veneto_Belluno	276.620423
Japan_Hokkaido Region_North	276.033391
Canada_British Columbia_Central	272.250375
Russia_Kostroma Oblast	267.430822
Cameroon_West	267.35775
Italy_Lombardy_Cremona	267.08942
Canada_Quebek_Southeast_Rimouski	264.128962
Russia_Arkhangelsk Oblast_North	256.288026
Russia_North Ossetia-Alania	255.69607200000002
Canada_Ontario_Northeastern_SW	253.030133
Russia_Tuva	243.05243000000002
Qatar	242.794433
Nicaragua	242.528722
Russia_Amur Oblast	241.59881800000002
Greece_Decentralized Administration of Aegean	240.196809
Sierra Leone	239.80632400000002
Japan_Shikoku Region_Kagawa	238.434189
Canada_Prince Edward Island	237.255797
Liberia	234.72385500000001
Russia_Republic of Kalmykia	233.607485
Ukraine_Kherson Oblast	232.56334099999998
Japan_Tohoku_Akita	230.838028
Russia_Zabaykalsky Krai	220.499798
Martinique	220.483202
Russia_Krasnoyarsk Krai_North	215.716579
Canada_Newfoundland_East	215.524843
France_Corsica	212.9106
Russia_Karachay-Cherkessia	212.464229
France_New Caledonia	211.671136
Canada_Quebek_West_Rouyn-Noranda	211.166141
Bahrain	209.708091
Australia_Northern Territory	208.03527
Morocco_Western Sahara	207.210628
Gabon	205.76074999999997
Japan_Chugoku Region_Yamaguchi	204.61984600000002
Japan_Chugoku Region_Tottori	204.157848
Russia_Khakassia	203.396696
Russia_Murmansk Oblast	201.551109
Italy_Lombardy_Lecco	199.027031
Canada_Manitoba_South	198.41552299999998
Greece_Decentralized Administration of Crete	192.355624
Russia_Chukotka Autonomous Okrug	189.75385
Canada_Quebek_North	187.168138
Russia_Sakhalin Oblast	184.781418
Canada_Northwest Territories_Yellowknife	181.190956
Canada_Labrador_North	180.359734
Japan_Tohoku_Yamagata	180.180897
French Polynesia	177.914294
Italy_Lombardy_Lodi	177.46004399999998
Russia_Kamchatka Krai	177.303739
Colombia_East	176.45041799999998
France_French Guiana	176.10502
China_Ningxia Hui	172.15796699999999
Eritrea	171.898505
Russia_Republic of Karelia_North	168.99328
India_Meghalaya	166.699804
Indonesia_East	166.318692
Russia_Buryatia	166.28977799999998
Russia_Yamalo-Nenets Autonomous Okrug	165.79313
Canada_Northwest Territories_East	163.467569
India_Tripura	161.801412
Papua New Guinea	161.31572100000002
Swaziland	157.74438999999998
Faroe Islands	151.65518
Canada_Ontario_Northeastern_Central	149.700817
Japan_Hokkaido Region_East	149.661325
Bhutan	148.898351
Italy_Aosta Valley	146.92086799999998
Nagorno-Karabakh	146.63198500000001
Canada_Quebek_West_Chibougamau	145.830206
Canada_British Columbia_Northeast	140.33386000000002
Canada_Saskatchewan_North	138.724559
Canada_Manitoba_Northwest	137.885401
Italy_Lombardy_Sondrio	135.455673
Philippines_Luzon_South	134.664796
Jamaica	134.07067
Canada_Ontario_Northeastern_SE	132.445264
Belize	131.13742
Russia_Chechen Republic	127.678501
The Bahamas	126.55966599999999
Canada_Yukon_North	126.511222
Brunei	126.350526
Comoros	124.668993
Canada_Ontario_Northeastern_Wawa	123.855933
Russia_Magadan Oblast	123.801142
US_Guam	120.339103
Russia_Ingushetia	117.96612499999999
Malta	117.751499
India_Manipur	116.648224
Canada_Yukon_Whitehorse	115.985359
Barbados	115.90525600000001
Guadeloupe	115.747755
Japan_Hokkaido Region_West	114.751749
Canada_Newfoundland_North	114.262234
Russia_Jewish Autonomous Oblast	114.006221
Liechtenstein	113.89140300000001
India_Nagaland	113.21288000000001
Isle of Man	113.17279599999999
Canada_Labrador_West	109.572281
San Marino	108.821005
Japan_Kyushu Region_Okinawa	107.787633
India_Andaman and Nicobar Islands	107.252822
India_Mizoram	104.08708100000001
Guinea-Bissau	103.133096
Norway_Svalbard	101.849863
Bosnia and Herzegovina_Brcko district of Bosnia and Herzegowina	101.341837
Italy_Veneto_Rovigo	101.198296
Italy_Piemont_Verbano-Cusio-Ossola	101.186899
Mauritius	100.553865
Russia_Nenets Autonomous Okrug	100.198883
India_Goa	99.770727
Canada_Newfoundland_West	99.537279
Canada_British Columbia_Far_North	96.167219
Guyana	94.528688
Canada_Newfoundland_South	94.46503
Samoa	94.424278
Solomon Islands	93.593341
East Timor	93.180484
Kiribati	92.596437
Canada_Ontario_Northeastern_North	91.391841
Fiji	91.31867799999999
Monaco	88.52709399999999
Canada_Labrador_South	88.22032200000001
India_Chandigarh	87.853245
India_Arunachal Pradesh	87.437906
Djibouti	87.103454
Abkhazia	84.267632
Guernsey	84.267524
Cook Islands	82.58890600000001
Cape Verde	81.342985
South Ossetia	79.09966800000001
Saint Barthelemy	78.86708999999999
Saint Martin	78.857344
Equatorial Guinea	78.499664
Tokelau	77.404375
Vanuatu	74.98812
Saint Lucia	74.76349499999999
United States Virgin Islands	74.152987
US_United States Minor Outlying Islands	74.105527
Maldives	73.201108
Bermuda	73.081566
Antigua and Barbuda	72.299454
South Georgia and the South Sandwich Islands	71.902291
Jersey	71.876498
Dominica	70.966303
Seychelles	69.212163
Falkland Islands	69.21171700000001
Sahrawi Arab Democratic Republic	68.56809
Andorra	68.055979
Grenada	67.143547
India_Sikkim	66.944523
Cayman Islands	66.93040599999999
Saint Vincent and the Grenadines	63.506226000000005
Sao Tome and Principe	63.428457
Turks and Caicos Islands	63.135386
Saint Kitts and Nevis	63.024698
Spain_Melilla	62.713851000000005
Campo de Hielo Sur	62.247096
Palau	61.687563000000004
Montserrat	61.46846
Federated States of Micronesia	60.753374
British Virgin Islands	60.673988
Tonga	60.458279999999995
Gibraltar	59.030646999999995
Norway_Jan Mayen	58.40547299999999
Spain_Ceuta	58.378261
Marshall Islands	58.14711
Anguilla	57.940391
Nauru	57.660628
Pitcairn Islands	56.928463
Wallis and Futuna	54.624204
Saint Helena Ascension and Tristan da Cunha	54.539539
British Indian Ocean Territory	53.1922
India_Lakshadweep	52.935061
Niue	52.115953
Tuvalu	51.518239
Norway_Bouvet Island	50.361824999999996
Willis Island	49.338712
